rate	version	filenum	counter	word	position	score	performance	learning_rate	entropy_weight	memRate	lr_decay	dual_learning_rate	momentum	replicates	predictionLoss	reconstructionLoss
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	13	0.54	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	14	0.66	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	15	0.65	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	16	0.71	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	17	0.64	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	18	0.59	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	19	0.63	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	of 	20	0.63	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	0	0.05	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	1	0.91	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	2	0.83	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	3	0.82	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	4	0.77	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	5	0.78	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	6	0.83	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	7	0.8	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	8	0.81	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	9	0.73	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	10	0.82	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	11	0.77	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	12	0.8	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	13	0.74	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	14	0.82	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	15	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	16	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	17	0.83	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	18	0.81	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	19	0.83	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	by 	20	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	0	0.05	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	1	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	2	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	3	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	4	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	5	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	6	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	7	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	8	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	9	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	10	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	11	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	12	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	13	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	14	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	15	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	16	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	17	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	18	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	19	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	80	about 	20	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	0	0.04	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	1	0.5	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	2	0.4	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	3	0.5	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	4	0.33	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	5	0.47	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	6	0.38	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	7	0.42	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	8	0.39	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	9	0.36	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	10	0.44	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	11	0.42	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	12	0.47	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	13	0.36	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	14	0.59	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	15	0.51	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	16	0.65	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	17	0.51	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	18	0.4	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	19	0.49	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	the 	20	0.42	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	0	0.04	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	1	0.9	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	2	0.8	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	3	0.82	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	4	0.68	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	5	0.74	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	6	0.81	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	7	0.78	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	8	0.77	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	9	0.73	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	10	0.79	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	11	0.8	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	12	0.81	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	13	0.68	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	14	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	15	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	16	0.86	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	17	0.82	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	18	0.76	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	19	0.84	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	was 	20	0.85	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	0	0.04	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	1	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	2	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	3	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	4	0.91	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	5	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	6	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	7	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	8	0.92	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	9	0.91	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	10	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	11	0.9	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	12	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	13	0.88	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	14	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	15	0.95	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	16	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	17	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	18	0.93	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	19	0.94	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	that 	20	0.96	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	0	0.04	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	1	1.0	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	2	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	3	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	4	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	5	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	6	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	7	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	8	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	9	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	10	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	11	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	12	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	13	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	14	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	15	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	16	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	17	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	18	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	19	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	fact 	20	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	0	0.04	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	1	1.0	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	2	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	3	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	4	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	5	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	6	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	7	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	8	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	9	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	10	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	11	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	12	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	13	0.97	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	14	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	15	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	16	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	17	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	18	0.98	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
-1.0	_SuperLong_WithAutoencoder.py	491469421	120	information 	19	0.99	3.926094602878724	None	0.0	0.8496	1.0	0.1	0.7	12.0	3.848147936269357	0.07878626478509985
